0,0	-0,01930
0,1	-0,01950
0,2	-0,01970
0,3	-0,01990
0,4	-0,02000
0,5	-0,02020
0,6	-0,02020
0,7	-0,02030
0,8	-0,02040
0,9	-0,02060
1,0	-0,02070
1,1	-0,02080
1,2	-0,02100
1,3	-0,02100
1,4	-0,02110
1,5	-0,02120
1,6	-0,02120
1,7	-0,02130
1,8	-0,02140
1,9	-0,02150
2,0	-0,02160
2,1	-0,02170
2,2	-0,02180
2,3	-0,02190
2,4	-0,02190
2,5	-0,02200
2,6	-0,02210
2,7	-0,02220
2,8	-0,02240
2,9	-0,02250
3,0	-0,02260
3,1	-0,02270
3,2	-0,02280
3,3	-0,02290
3,4	-0,02310
3,5	-0,02320
3,6	-0,02340
3,7	-0,02350
3,8	-0,02360
3,9	-0,02370
4,0	-0,02380
4,1	-0,02390
4,2	-0,02400
4,3	-0,02420
4,4	-0,02430
4,5	-0,02440
4,6	-0,02450
4,7	-0,02450
4,8	-0,02460
4,9	-0,02460
5,0	-0,02470
5,1	-0,02480
5,2	-0,02490
5,3	-0,02500
5,4	-0,02510
5,5	-0,02510
5,6	-0,02520
5,7	-0,02530
5,8	-0,02530
5,9	-0,02540
6,0	-0,02560
6,1	-0,02570
6,2	-0,02580
6,3	-0,02590
6,4	-0,02600
6,5	-0,02610
6,6	-0,02620
6,7	-0,02630
6,8	-0,02650
6,9	-0,02660
7,0	-0,02670
7,1	-0,02680
7,2	-0,02690
7,3	-0,02690
7,4	-0,02700
7,5	-0,02710
7,6	-0,02730
7,7	-0,02740
7,8	-0,02750
7,9	-0,02760
8,0	-0,02770
8,1	-0,02780
8,2	-0,02780
8,3	-0,02800
8,4	-0,02810
8,5	-0,02820
8,6	-0,02830
8,7	-0,02830
8,8	-0,02840
8,9	-0,02840
9,0	-0,02850
9,1	-0,02860
9,2	-0,02870
9,3	-0,02880
9,4	-0,02890
9,5	-0,02890
9,6	-0,02900
9,7	-0,02910
9,8	-0,02910
9,9	-0,02920
10,0	-0,02930
10,1	-0,02930
10,2	-0,02940
10,3	-0,02950
10,4	-0,02950
10,5	-0,02950
10,6	-0,02960
10,7	-0,02960
10,8	-0,02970
10,9	-0,02980
11,0	-0,02980
11,1	-0,02990
11,2	-0,02990
11,3	-0,02990
11,4	-0,03000
11,5	-0,03010
11,6	-0,03010
11,7	-0,03020
11,8	-0,03030
11,9	-0,03040
12,0	-0,03050
12,1	-0,03050
12,2	-0,03050
12,3	-0,03060
12,4	-0,03060
12,5	-0,03070
12,6	-0,03070
12,7	-0,03080
12,8	-0,03090
12,9	-0,03090
13,0	-0,03090
13,1	-0,03090
13,2	-0,03100
13,3	-0,03100
13,4	-0,03110
13,5	-0,03120
13,6	-0,03130
13,7	-0,03130
13,8	-0,03140
13,9	-0,03140
14,0	-0,03150
