0	-0,1041
0,2	-0,112
0,4	-0,1075
0,6	-0,11095
0,8	-0,1156
1	-0,1116
1,2	-0,11985
1,4	-0,11885
1,6	-0,11795
1,8	-0,12745
2	-0,1213
2,2	-0,1265
2,4	-0,1311
2,6	-0,12495
2,8	-0,13545
3	-0,1333
3,2	-0,13255
3,4	-0,1424
3,6	-0,1374
3,8	-0,14365
4	-0,1473
4,2	-0,143
4,4	-0,15075
4,6	-0,14985
4,8	-0,1509
5	-0,1565
5,2	-0,1534
5,4	-0,1588
5,6	-0,16175
5,8	-0,159
6	-0,1674
6,2	-0,165
6,4	-0,1664
6,6	-0,1745
6,8	-0,1713
7	-0,1764
7,2	-0,1803
7,4	-0,1782
7,6	-0,18535
7,8	-0,18385
8	-0,18475
8,2	-0,19105
8,4	-0,18805
8,6	-0,19185
8,8	-0,19445
9	-0,1928
9,2	-0,2005
9,4	-0,1988
9,6	-0,2007
9,8	-0,2084
10	-0,20275
10,2	-0,21
10,4	-0,21335
10,6	-0,2105
10,8	-0,21965
11	-0,21845
11,2	-0,2203
11,4	-0,22735
11,6	-0,22345
11,8	-0,22955
12	-0,2325
12,2	-0,2299
12,4	-0,23755
12,6	-0,2364
12,8	-0,23825
13	-0,24525
13,2	-0,24075
13,4	-0,24745
13,6	-0,24945
13,8	-0,2479
14	-0,2559
14,2	-0,25375
14,4	-0,25615
14,6	-0,26155
14,8	-0,2587
15	-0,2655
15,2	-0,26715
15,4	-0,266
15,6	-0,27145
15,8	-0,27035
16	-0,2726
16,2	-0,27725
16,4	-0,2751
16,6	-0,28265
16,8	-0,28295
17	-0,28195
17,2	-0,2906
17,4	-0,2882
17,6	-0,29305
17,8	-0,29785
18	-0,2954
18,2	-0,303
18,4	-0,3033
18,6	-0,3028
18,8	-0,30995
19	-0,3074
19,2	-0,31225
19,4	-0,3163
19,6	-0,3139
19,8	-0,32155
20	-0,32045
20,2	-0,32135
20,4	-0,32795
20,6	-0,3251
20,8	-0,33045
21	-0,3337
21,2	-0,33205
21,4	-0,33875
21,6	-0,3382
21,8	-0,3396
22	-0,3459
22,2	-0,343
22,4	-0,34685
22,6	-0,3494
22,8	-0,34845
23	-0,35455
23,2	-0,35365
23,4	-0,35625
23,6	-0,363
23,8	-0,35805
24	-0,36575
24,2	-0,368
24,4	-0,36685
24,6	-0,3751
24,8	-0,37345
25	-0,37645
25,2	-0,3817
25,4	-0,3783
25,6	-0,38515
25,8	-0,3859
26	-0,38615
26,2	-0,3931
26,4	-0,3911
26,6	-0,3951
26,8	-0,3989
27	-0,3964
27,2	-0,4029
27,4	-0,40425
27,6	-0,40405
27,8	-0,41015
28	-0,40915
28,2	-0,4118
28,4	-0,41695
28,6	-0,41435
28,8	-0,42065
29	-0,42195
29,2	-0,4211
29,4	-0,4267
29,6	-0,4256
29,8	-0,42775
30	-0,43105
30,2	-0,43
30,4	-0,43695
30,6	-0,4374
30,8	-0,4356
31	-0,44455
31,2	-0,44065
31,4	-0,44435
31,6	-0,4506
31,8	-0,447
32	-0,45515
32,2	-0,45485
32,4	-0,45495
32,6	-0,4625
32,8	-0,4599
33	-0,46325
33,2	-0,46635
33,4	-0,4643
33,6	-0,47
33,8	-0,46995
34	-0,4701
34,2	-0,4769
34,4	-0,4732
34,6	-0,4782
34,8	-0,48195
35	-0,47795
35,2	-0,4872
35,4	-0,48555
35,6	-0,4868
35,8	-0,4933
36	-0,4901
36,2	-0,49565
36,4	-0,4975
36,6	-0,49565
36,8	-0,5023
37	-0,5007
37,2	-0,502
37,4	-0,5063
37,6	-0,504
37,8	-0,5088
38	-0,5102
38,2	-0,50905
38,4	-0,51605
38,6	-0,5134
38,8	-0,51485
39	-0,5213
39,2	-0,51655
